loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,pub_rec_bankruptcies
7800,7800,7800.0, 36 months,6.03%,237.4,A,A1,Placer County ,10+ years,85000.0,Not Verified,11-Dec,Fully Paid,major_purchase,895xx,NV,0.78,1,7,0,3878,6.20%,12,15-Jan,0
20000,20000,20000.0, 36 months,14.27%,686.18,C,C2,Total Document Solutions Inc.,10+ years,70000.0,Verified,11-Dec,Fully Paid,credit_card,770xx,TX,6.21,1,6,0,12377,89%,14,13-Nov,0
9750,9750,9750.0, 36 months,7.51%,303.34,A,A3,Grand Wailea,4 years,35000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,967xx,HI,29.04,1,9,0,13275,51.70%,19,13-May,0
18000,15050,14773.45751, 60 months,15.96%,365.67,C,C5,State of NC ITS,6 years,91000.0,Verified,11-Dec,Fully Paid,credit_card,243xx,VA,23.41,2,13,0,46957,67%,38,13-Oct,0
5000,5000,5000.0, 36 months,6.03%,152.18,A,A1,m.s.c.z. inc earthwize recycling,9 years,30000.0,Not Verified,11-Dec,Fully Paid,other,923xx,CA,16.48,0,7,0,5881,25.60%,16,14-Apr,0
9000,9000,9000.0, 36 months,14.65%,310.45,C,C3,st catherine of siena,4 years,45000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,117xx,NY,17.01,1,21,1,10464,50%,51,13-Sep,1
7200,7200,7175.0, 36 months,7.90%,225.29,A,A4,Medivantix Technologies,1 year,55000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,331xx,FL,11.98,0,11,0,5862,46.10%,14,15-Jan,0
3000,3000,3000.0, 60 months,19.03%,77.88,E,E2,AT and T,3 years,53004.0,Source Verified,11-Dec,Current,other,330xx,FL,10.73,2,3,0,1985,79.40%,12,16-Apr,0
25000,25000,23505.29384, 60 months,19.42%,654.31,E,E3,San Francisco Public Library,10+ years,60000.0,Verified,11-Dec,Charged Off,credit_card,941xx,CA,20.04,0,12,0,17035,94.90%,24,14-Dec,0
25000,25000,25000.0, 36 months,15.27%,869.95,C,C4,Chaffey Joint Union High School District,8 years,82000.0,Verified,11-Dec,Fully Paid,debt_consolidation,917xx,CA,18.5,2,7,0,18223,70.60%,23,12-Nov,0
10000,10000,10000.0, 36 months,15.96%,351.38,C,C5,postal service,10+ years,53000.0,Verified,11-Dec,Fully Paid,debt_consolidation,960xx,CA,13.09,1,9,0,23870,77.20%,19,15-Jan,0
8875,8875,8875.0, 36 months,12.69%,297.72,B,B5,wells fargo,5 years,35360.0,Verified,11-Dec,Charged Off,debt_consolidation,181xx,PA,23.11,1,9,0,13003,71.10%,13,12-Jun,0
15550,15550,15525.0, 36 months,11.71%,514.34,B,B3,U.S. Postal Service,10+ years,54000.0,Verified,11-Dec,Fully Paid,debt_consolidation,330xx,FL,23.36,0,9,0,22455,89.80%,16,15-Jan,0
17000,17000,16060.11069, 60 months,15.27%,406.85,C,C4,emeroson animal hospital,8 years,65000.0,Not Verified,11-Dec,Current,debt_consolidation,076xx,NJ,16.84,2,11,0,12923,62.70%,16,16-May,0
7500,7500,7475.0, 36 months,12.69%,251.59,B,B5,AMS Design Inc.,5 years,65000.0,Not Verified,11-Dec,Fully Paid,credit_card,900xx,CA,4.41,2,15,0,5927,35.50%,22,15-Jan,0
8875,8875,8875.0, 36 months,8.90%,281.81,A,A5,Morongo Band of Mission Indians,6 years,28800.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,922xx,CA,24.29,0,10,0,8890,69.50%,23,15-Jan,0
4500,4500,4500.0, 36 months,17.27%,161.05,D,D3,Ohio Attorney General,1 year,42000.0,Not Verified,11-Dec,Fully Paid,credit_card,432xx,OH,4.34,0,3,0,3424,68.50%,3,14-Jul,0
5800,5800,5800.0, 36 months,12.42%,193.81,B,B4,Mish Mash Inc,3 years,36000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,787xx,TX,21.67,1,9,0,6558,66.90%,20,15-Jan,0
10000,10000,10000.0, 36 months,11.71%,330.76,B,B3,Simms metal management,2 years,40000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,070xx,NJ,22.26,1,8,0,11145,47.40%,17,14-Jun,0
10000,10000,10000.0, 36 months,9.91%,322.25,B,B1,Halperin Lyman LLC,4 years,50000.0,Not Verified,11-Dec,Fully Paid,credit_card,303xx,GA,19.06,0,11,0,10898,88.60%,28,13-Dec,0
14000,14000,14000.0, 36 months,11.71%,463.07,B,B3,Thomas Wirig Doll,1 year,52000.0,Not Verified,11-Dec,Fully Paid,credit_card,945xx,CA,12.97,1,6,0,13008,57.90%,8,13-Feb,0
25000,25000,23176.93361, 60 months,19.03%,648.93,E,E2,MCDean,3 years,85000.0,Verified,11-Dec,Fully Paid,credit_card,224xx,VA,17.15,1,7,0,15814,87.90%,19,16-Mar,0
12000,12000,12000.0, 36 months,8.90%,381.04,A,A5,Sterling Savings Bank,3 years,32000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,975xx,OR,6.75,0,9,0,5329,59.20%,12,13-Sep,0
24000,24000,23975.0, 36 months,7.90%,750.97,A,A4,Carrollton School,6 years,75000.0,Verified,11-Dec,Fully Paid,debt_consolidation,330xx,FL,10.58,2,9,0,26098,45%,22,15-Jan,0
14000,14000,14000.0, 36 months,14.27%,480.33,C,C2,Swiss Re Holding Corporation of America,< 1 year,80000.0,Not Verified,11-Dec,Fully Paid,credit_card,105xx,NY,3.3,1,10,0,7085,59%,14,14-Aug,0
12000,12000,11975.0, 36 months,8.90%,381.04,A,A5,Arizona Department of Economic Security,7 years,40246.0,Verified,11-Dec,Fully Paid,credit_card,853xx,AZ,17.08,0,7,0,14573,72.20%,24,15-Jan,0
15000,15000,14224.10774, 60 months,12.69%,338.93,B,B5,Pkm Panel Systems Corp.,3 years,30000.0,Verified,11-Dec,Charged Off,debt_consolidation,088xx,NJ,24.76,1,7,0,16876,65.70%,17,13-Dec,0
8050,8050,8050.0, 36 months,12.69%,270.04,B,B5,PBM&M,1 year,36000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,986xx,WA,14.8,0,4,0,12000,81.30%,7,12-Apr,0
5600,5600,5600.0, 36 months,10.65%,182.42,B,B2,ECR Inc,6 years,60000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,950xx,CA,16.36,0,11,1,2238,12.40%,25,15-Jan,1
7500,7500,7500.0, 36 months,9.91%,241.69,B,B1,TechMD,3 years,31200.0,Not Verified,11-Dec,Fully Paid,credit_card,928xx,CA,12.35,0,14,0,7790,57.30%,18,13-Dec,0
7000,7000,7000.0, 36 months,11.71%,231.54,B,B3,sysco eastern maryland,10+ years,90000.0,Verified,11-Dec,Fully Paid,credit_card,218xx,MD,12.19,0,13,0,28060,93.80%,25,15-Jan,0
5400,5400,5400.0, 36 months,7.90%,168.97,A,A4,Columbia Daily Tribune,4 years,40000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,652xx,MO,10.89,0,5,0,8855,77%,15,15-Jan,0
16000,16000,16000.0, 36 months,12.42%,534.65,B,B4,Dupont,1 year,90000.0,Verified,11-Dec,Fully Paid,credit_card,191xx,PA,13.67,2,11,0,22488,65.20%,19,15-Jan,0
35000,27575,26043.43249, 60 months,12.42%,619.26,B,B4,United States Air Force,9 years,105000.0,Verified,11-Dec,Fully Paid,home_improvement,782xx,TX,16.53,0,9,0,15523,25%,38,14-Jun,0
6000,6000,6000.0, 60 months,7.90%,121.38,A,A4,Fidelity Investments,< 1 year,30084.0,Verified,11-Dec,Charged Off,debt_consolidation,410xx,KY,1.68,0,6,0,2192,10%,15,14-Feb,0
4125,4125,4125.0, 60 months,12.69%,93.21,B,B5,teltow contracting,10+ years,36000.0,Not Verified,11-Dec,Fully Paid,car,480xx,MI,17.73,4,5,0,5346,37.60%,21,16-Mar,0
9800,9800,9800.0, 36 months,16.29%,345.95,D,D1,Gladding & Michel Inc.,4 years,67000.0,Not Verified,11-Dec,Fully Paid,credit_card,941xx,CA,21.01,2,14,0,21366,44.90%,18,14-Jan,0
15700,15700,14931.3097, 60 months,18.25%,400.82,D,D5,"CDC Builders, Inc.",10+ years,63000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,331xx,FL,17.43,1,12,0,9196,63%,16,16-Jan,0
5000,5000,5000.0, 36 months,6.62%,153.52,A,A2,STRAIGHT LINE LOGISTICS,1 year,276000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,331xx,FL,1.82,0,7,0,15175,56%,18,15-Jan,0
9900,9900,9900.0, 36 months,11.71%,327.46,B,B3,Smartsips LLC,6 years,26400.0,Verified,11-Dec,Fully Paid,debt_consolidation,432xx,OH,14.09,0,4,1,7911,88.90%,11,15-Jan,1
4000,4000,4000.0, 36 months,11.71%,132.31,B,B3,,,24000.0,Source Verified,11-Dec,Fully Paid,home_improvement,328xx,FL,7.5,0,4,0,1593,54.90%,6,12-May,0
15000,15000,15000.0, 36 months,11.71%,496.14,B,B3,Santa Rosa County School Board,3 years,68400.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,325xx,FL,5.7,0,5,0,9368,82.20%,9,15-Jan,0
6250,6250,6250.0, 36 months,15.96%,219.61,C,C5,Multiband,1 year,29120.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,540xx,WI,20.85,3,5,0,5771,88.80%,12,15-Jan,0
6400,6400,6400.0, 36 months,16.29%,225.93,D,D1,Multiband,< 1 year,29120.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,540xx,WI,17.97,1,6,0,5866,94.60%,14,15-Jan,0
8850,8850,8850.0, 60 months,13.49%,203.6,C,C1,Clark County SChool District,10+ years,89122.0,Source Verified,11-Dec,Fully Paid,major_purchase,891xx,NV,7.67,0,17,0,5633,84.70%,38,15-Dec,0
12000,12000,12000.0, 36 months,15.27%,417.58,C,C4,Lifecell,4 years,54000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,088xx,NJ,17.07,1,10,0,15723,61%,34,15-Jan,0
15000,15000,14975.0, 36 months,8.90%,476.3,A,A5,Arkansas Highway & Transportation,5 years,30000.0,Verified,11-Dec,Fully Paid,debt_consolidation,719xx,AR,6.48,1,6,0,5649,25.20%,10,14-Apr,0
6500,6500,6500.0, 36 months,14.27%,223.01,C,C2,Rudy's Barbershop,4 years,30000.0,Not Verified,11-Dec,Fully Paid,credit_card,982xx,WA,10.12,0,5,0,10843,81.50%,9,14-Dec,0
8000,8000,8000.0, 36 months,15.96%,281.1,C,C5,st. raphael's hospital,10+ years,50000.0,Not Verified,11-Dec,Fully Paid,credit_card,065xx,CT,16.34,1,10,0,7634,81.20%,18,15-Jan,0
30000,19825,18614.46557, 60 months,21.28%,539.47,F,F2,BETHEL PUBLIC SCHOOLS,6 years,92000.0,Source Verified,11-Dec,Fully Paid,home_improvement,067xx,CT,17.57,2,17,0,36497,74.50%,62,16-Jan,0
15000,15000,15000.0, 36 months,14.65%,517.42,C,C3,U.S Coast Guard,10+ years,100500.0,Source Verified,11-Dec,Fully Paid,credit_card,081xx,NJ,14.56,2,8,0,11736,74.30%,14,12-Dec,0
10200,10200,10200.0, 36 months,14.27%,349.96,C,C2,Hopland Shokawah Casino,3 years,40000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,954xx,CA,16.53,1,7,0,9428,80.60%,10,13-Oct,0
9000,9000,9000.0, 36 months,12.42%,300.74,B,B4,Central Florida Testing Laboratories,5 years,47000.0,Not Verified,11-Dec,Fully Paid,credit_card,346xx,FL,19.1,0,7,0,4012,47.20%,17,15-Jan,0
6500,6500,6500.0, 36 months,16.29%,229.46,D,D1,DEI Services Corp a Kratos Co,3 years,68000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,347xx,FL,21.85,1,11,0,10075,92.40%,17,14-Jun,0
23000,23000,23000.0, 60 months,21.28%,625.86,F,F2,Department of Defense,8 years,95000.0,Verified,11-Dec,Fully Paid,debt_consolidation,480xx,MI,8.94,0,9,0,9826,99.30%,35,13-Oct,0
2000,2000,2000.0, 36 months,7.90%,62.59,A,A4,Jpmorgan Chase,4 years,39600.0,Not Verified,11-Dec,Fully Paid,credit_card,925xx,CA,5.09,0,8,0,2058,79.20%,13,14-Dec,0
8000,8000,8000.0, 36 months,13.49%,271.45,C,C1,The Home Depot,3 years,30000.0,Verified,11-Dec,Fully Paid,debt_consolidation,926xx,CA,14.48,2,11,0,6266,44.10%,21,14-Dec,0
8875,8875,8875.0, 36 months,7.51%,276.11,A,A3,Duro Bag,1 year,30000.0,Verified,11-Dec,Fully Paid,debt_consolidation,410xx,KY,28.4,0,11,0,29470,83.70%,27,13-Sep,0
1500,1500,1500.0, 36 months,18.64%,54.72,E,E1,Willowood Care Center,< 1 year,17000.0,Source Verified,11-Dec,Charged Off,other,442xx,OH,4.59,3,10,0,1497,99.80%,15,12-Sep,0
8000,8000,8000.0, 36 months,12.42%,267.33,B,B4,reading site,3 years,42000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,194xx,PA,20.26,0,4,0,12035,85.40%,11,15-Jan,0
20000,16925,11925.0, 60 months,14.65%,399.55,C,C3,Macy's,10+ years,75000.0,Verified,11-Dec,Charged Off,debt_consolidation,913xx,CA,16.51,2,10,0,21513,74.90%,16,12-Sep,0
6500,6500,6500.0, 36 months,11.71%,215.0,B,B3,David Dussault Plumbing&Heating,4 years,42000.0,Not Verified,11-Dec,Fully Paid,credit_card,025xx,MA,6.26,0,5,0,10139,63.80%,11,14-Sep,0
9600,9600,9600.0, 36 months,13.49%,325.74,C,C1,Finch Paper,3 years,27000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,122xx,NY,10.22,2,12,0,7387,84.90%,27,13-Dec,0
25975,16475,15252.50679, 60 months,12.69%,372.25,B,B5,Lockheed Martin,10+ years,130000.0,Verified,11-Dec,Current,debt_consolidation,173xx,PA,26.13,0,15,0,93718,77.20%,29,16-Apr,0
10000,10000,10000.0, 36 months,7.90%,312.91,A,A4,Seattle Cancer Care Alliance,5 years,46000.0,Not Verified,11-Dec,Fully Paid,home_improvement,980xx,WA,10.46,0,12,0,10763,50.10%,17,14-Dec,0
15000,15000,15000.0, 36 months,12.42%,501.23,B,B4,WWTS,10+ years,80000.0,Verified,11-Dec,Fully Paid,debt_consolidation,282xx,NC,5.61,1,8,0,10746,53.70%,17,14-Dec,0
9000,9000,9000.0, 36 months,6.62%,276.34,A,A2,Qualcomm,3 years,45000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,919xx,CA,22.05,1,7,0,14022,44%,17,14-Aug,0
10000,10000,10000.0, 36 months,7.90%,312.91,A,A4,CITCO Fund Services,2 years,72500.0,Verified,11-Dec,Fully Paid,credit_card,112xx,NY,27.92,0,7,0,10638,69.10%,23,14-Dec,0
1000,1000,1000.0, 36 months,14.65%,34.5,C,C3,,,18408.0,Not Verified,11-Dec,Charged Off,major_purchase,080xx,NJ,6.0,2,3,1,2510,83.70%,8,12-Jan,1
14000,14000,14000.0, 36 months,7.90%,438.07,A,A4,Mineral Wells ISD,2 years,30000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,760xx,TX,15.2,0,8,0,13581,62.30%,28,13-Jun,0
8500,8500,8500.0, 36 months,14.27%,291.63,C,C2,Costco Pharmacy,9 years,50000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,194xx,PA,8.5,2,15,0,9354,61.50%,27,12-Jul,0
15000,15000,14248.30682, 60 months,19.03%,389.36,E,E2,JP Morgan Chase,9 years,75000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,334xx,FL,2.82,2,9,0,11379,75.90%,12,15-Aug,0
4500,4500,4500.0, 36 months,15.96%,158.12,C,C5,M and T Bank,5 years,65000.0,Not Verified,11-Dec,Fully Paid,other,120xx,NY,14.66,1,20,0,18611,76.60%,34,14-Feb,0
3000,3000,3000.0, 36 months,7.51%,93.34,A,A3,northstar fire protection,10+ years,65000.0,Not Verified,11-Dec,Fully Paid,major_purchase,786xx,TX,27.91,0,10,0,38905,56%,19,14-Dec,0
10000,10000,10000.0, 36 months,9.91%,322.25,B,B1,Borgata Hotel and casino,4 years,120000.0,Source Verified,11-Dec,Fully Paid,home_improvement,082xx,NJ,7.98,2,7,0,21440,68.10%,35,14-Dec,0
21250,21250,21225.0, 60 months,16.77%,525.5,D,D2,paradise locker meats,5 years,42500.0,Verified,11-Dec,Fully Paid,debt_consolidation,641xx,MO,19.93,2,7,0,18352,62.70%,13,15-Sep,0
33425,20675,19010.82122, 60 months,13.49%,475.63,C,C1,Travelers insurance,2 years,75000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,114xx,NY,25.71,3,10,0,50670,50.50%,43,15-Feb,0
35000,35000,32763.0552, 60 months,19.42%,916.03,E,E3,"Skanska USA Civil West, Inc",8 years,195000.0,Verified,11-Dec,Current,debt_consolidation,981xx,WA,11.72,2,17,0,29573,66.10%,27,16-May,0
7200,7200,7200.0, 36 months,15.27%,250.55,C,C4,Department of Veterans Affairs,4 years,54990.0,Verified,11-Dec,Fully Paid,debt_consolidation,766xx,TX,20.95,1,16,0,9119,96%,24,14-Jun,0
18000,18000,17836.5806, 60 months,11.71%,397.77,B,B3,Di-Matrix,< 1 year,40000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,850xx,AZ,18.18,0,6,0,12806,68.80%,12,13-Dec,0
23000,23000,23000.0, 36 months,7.90%,719.68,A,A4,Providence Health Network,2 years,137000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,766xx,TX,8.13,1,11,0,17564,60.80%,37,12-Jul,0
20000,20000,19523.20774, 60 months,16.77%,494.59,D,D2,US Postal Service,10+ years,60000.0,Verified,11-Dec,Charged Off,debt_consolidation,945xx,CA,9.46,2,13,0,16326,41%,30,14-Nov,0
6000,6000,6000.0, 60 months,17.58%,151.0,D,D4,Miguel Rodriguez Agency,3 years,30120.0,Not Verified,11-Dec,Current,debt_consolidation,113xx,NY,15.54,0,8,0,8136,80.60%,11,16-May,0
7000,7000,7000.0, 36 months,8.90%,222.28,A,A5,,1 year,46000.0,Verified,11-Dec,Fully Paid,credit_card,229xx,VA,7.9,1,7,0,8717,76.50%,18,14-Dec,0
21000,21000,20975.0, 36 months,12.69%,704.45,B,B5,Merrill Lynch,8 years,135000.0,Verified,11-Dec,Fully Paid,debt_consolidation,430xx,OH,8.52,1,11,0,30361,63%,24,13-Jul,0
8250,8250,8250.0, 36 months,7.51%,256.67,A,A3,,,31500.0,Verified,11-Dec,Fully Paid,debt_consolidation,218xx,MD,17.87,4,17,0,7521,10.40%,37,14-Dec,0
13000,13000,13000.0, 36 months,9.91%,418.93,B,B1,United Airlines,10+ years,65000.0,Verified,11-Dec,Fully Paid,credit_card,941xx,CA,8.82,0,10,0,22554,75.90%,18,13-Dec,0
18000,18000,18000.0, 36 months,6.62%,552.67,A,A2,"Fortress Analytics, Inc.",2 years,78000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,760xx,TX,6.35,0,8,0,16136,25%,13,14-Dec,0
7200,7200,7175.0, 36 months,6.03%,219.14,A,A1,tampa bay rays baseball,5 years,60000.0,Not Verified,11-Dec,Fully Paid,other,850xx,AZ,2.54,0,6,0,3859,6%,20,14-Sep,0
16500,16500,16500.0, 36 months,8.90%,523.93,A,A5,Associated Fresh Market,10+ years,48000.0,Not Verified,11-Dec,Fully Paid,credit_card,840xx,UT,13.1,0,7,0,21329,87.10%,25,13-May,0
8125,8125,8125.0, 36 months,7.90%,254.24,A,A4,Small Wonders Big Ideas Family,< 1 year,25000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,606xx,IL,24.34,1,13,0,19296,63.60%,21,14-Dec,0
18800,18800,18750.0, 36 months,7.51%,584.89,A,A3,"Park West Landscape, Inc.",3 years,82000.0,Verified,11-Dec,Fully Paid,debt_consolidation,926xx,CA,13.76,0,14,0,14477,17.30%,24,14-Dec,0
26800,26800,26800.0, 36 months,19.03%,982.79,E,E2,At&T,10+ years,82000.0,Source Verified,11-Dec,Fully Paid,credit_card,920xx,CA,21.59,1,12,0,26919,98%,31,12-Dec,0
19200,19200,19200.0, 36 months,7.90%,600.78,A,A4,Georgia Pacific of  Muskogee,5 years,42000.0,Verified,11-Dec,Fully Paid,debt_consolidation,744xx,OK,19.66,0,13,0,28727,72.20%,24,13-Dec,0
12875,8475,8184.32018, 60 months,17.58%,213.28,D,D4,SALTER LABS,3 years,27600.0,Verified,11-Dec,Fully Paid,debt_consolidation,933xx,CA,18.7,1,4,0,5595,86.10%,7,14-Feb,0
4000,4000,4000.0, 36 months,12.42%,133.67,B,B4,"Herdman, Summers, and George, LLP",5 years,38000.0,Not Verified,11-Dec,Fully Paid,credit_card,451xx,OH,19.64,1,11,0,11130,52.70%,16,12-Aug,0
4000,4000,4000.0, 36 months,16.29%,141.21,D,D1,National Bank of California,4 years,35000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,900xx,CA,9.22,0,7,0,8247,83.50%,13,14-Jul,0
12000,12000,12000.0, 36 months,9.91%,386.7,B,B1,MILLENNIUM BILTMORE HOTEL,10+ years,33000.0,Not Verified,11-Dec,Fully Paid,credit_card,907xx,CA,18.8,0,5,0,17229,74.90%,10,14-Jul,0
2625,2625,2625.0, 36 months,11.71%,86.83,B,B3,walgreens,10+ years,52800.0,Not Verified,11-Dec,Fully Paid,medical,891xx,NV,14.52,2,8,0,8343,65.20%,21,15-Jan,0
18000,18000,17387.67974, 60 months,13.49%,414.09,C,C1,WalMart,10+ years,40900.0,Verified,11-Dec,Current,debt_consolidation,728xx,AR,13.7,1,10,0,11963,62.60%,19,16-May,0
7000,7000,7000.0, 36 months,9.91%,225.58,B,B1,"L. Robert Kimball & Assoc,Inc.",10+ years,73882.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,159xx,PA,11.45,0,10,0,16783,38.10%,10,14-Dec,0
11300,11300,11300.0, 36 months,12.69%,379.06,B,B5,California Pizza Kitchen,7 years,36000.0,Not Verified,11-Dec,Fully Paid,credit_card,333xx,FL,16.33,1,9,0,18905,74.70%,22,13-Mar,0
4000,4000,4000.0, 36 months,9.91%,128.9,B,B1,California Department of Corrections ,10+ years,130000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,933xx,CA,10.05,3,12,0,13212,85%,22,14-Sep,0
8000,8000,8000.0, 36 months,6.03%,243.49,A,A1,BMW Manufacturing,10+ years,57200.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,293xx,SC,4.72,0,18,0,7764,6.80%,47,13-Apr,0
14400,14400,14400.0, 36 months,18.25%,522.41,D,D5,NAVFAC/Naval Station Newport,5 years,51871.0,Verified,11-Dec,Charged Off,debt_consolidation,028xx,RI,7.82,0,5,0,8092,79.30%,9,13-Feb,0
4375,4375,4375.0, 36 months,12.42%,146.2,B,B4,North Coast ag systems,2 years,15000.0,Verified,11-Dec,Fully Paid,debt_consolidation,945xx,CA,13.92,0,3,0,2847,74.90%,5,14-Dec,0
4100,4100,4100.0, 36 months,7.51%,127.56,A,A3,U.S. Department of Veteran Affairs,9 years,70197.0,Not Verified,11-Dec,Fully Paid,credit_card,701xx,LA,6.58,1,7,0,24138,72.10%,12,14-Aug,0
6000,6000,6000.0, 36 months,8.90%,190.52,A,A5,Lorain County Common Pleas Court,7 years,47000.0,Verified,11-Dec,Fully Paid,other,440xx,OH,14.43,3,8,0,3917,31.40%,14,14-Dec,0
4200,4200,4200.0, 60 months,17.27%,105.0,D,D3,physicians surgery center of tempe,9 years,43000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,852xx,AZ,10.13,1,9,0,8843,77%,19,15-Apr,0
4000,4000,4000.0, 36 months,6.62%,122.82,A,A2,Gentiva Health Services,6 years,120000.0,Source Verified,11-Dec,Fully Paid,home_improvement,271xx,NC,3.89,1,13,0,11947,24.40%,31,12-Aug,0
3000,3000,3000.0, 36 months,10.65%,97.72,B,B2,ADP,10+ years,86004.0,Not Verified,11-Dec,Charged Off,other,070xx,NJ,13.37,2,8,0,23964,64.60%,35,13-Sep,0
5400,5400,5400.0, 36 months,12.69%,181.15,B,B5,Ericsson,10+ years,75000.0,Not Verified,11-Dec,Fully Paid,car,773xx,TX,8.8,0,6,0,10376,68.70%,33,13-Aug,0
15000,15000,15000.0, 36 months,16.29%,529.51,D,D1,Bentall Kennedy,1 year,110000.0,Verified,11-Dec,Charged Off,small_business,750xx,TX,21.99,0,12,0,40370,84.10%,24,12-Feb,0
20000,20000,19523.42192, 60 months,18.64%,514.86,E,E1,cardinal logistics,3 years,80000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,850xx,AZ,23.47,0,8,0,11952,88.50%,13,12-Oct,0
10400,10400,10400.0, 36 months,12.69%,348.87,B,B5,Nasoft USA,4 years,44000.0,Source Verified,11-Dec,Fully Paid,credit_card,920xx,CA,19.91,2,6,0,13695,90.10%,21,14-Dec,0
4500,4500,4500.0, 60 months,17.58%,113.25,D,D4,US Air Force,7 years,51600.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,984xx,WA,22.63,1,8,0,13739,67.70%,13,14-Oct,0
11500,11500,11500.0, 36 months,12.42%,384.28,B,B4,Fairmont Hotel,< 1 year,38500.0,Source Verified,11-Dec,Fully Paid,credit_card,200xx,DC,13.06,0,8,0,10838,89.60%,15,14-Dec,0
10000,10000,9975.0, 36 months,6.62%,307.04,A,A2,Beckman coulter,4 years,75000.0,Verified,11-Dec,Fully Paid,home_improvement,333xx,FL,24.85,2,19,0,3548,5.90%,40,13-May,0
18225,13450,13425.0, 60 months,13.49%,309.42,C,C1,applied IndustrialTechnoliges,10+ years,37320.0,Verified,11-Dec,Fully Paid,debt_consolidation,301xx,GA,20.8,0,8,0,17404,74.40%,12,12-Oct,0
3600,3600,3600.0, 36 months,8.90%,114.32,A,A5,,10+ years,55000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,117xx,NY,5.48,0,8,0,9550,65.90%,18,13-Jun,0
18500,13250,13250.0, 60 months,11.71%,292.81,B,B3,Cisco System Inc.,2 years,100000.0,Verified,11-Dec,Fully Paid,major_purchase,940xx,CA,0.72,0,7,0,6149,10.40%,10,14-Jun,0
16800,16800,16775.0, 60 months,18.25%,428.9,D,D5,Colorado Department of Public Safety,10+ years,70000.0,Verified,11-Dec,Fully Paid,credit_card,811xx,CO,21.5,2,10,0,10296,38.40%,18,14-Jun,0
10000,10000,10000.0, 36 months,17.27%,357.88,D,D3,MACYS,8 years,68000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,597xx,MT,17.15,1,7,0,6754,92.50%,16,13-Dec,0
15000,15000,15000.0, 36 months,18.25%,544.17,D,D5,Catholic Healthcare West,10+ years,66000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,945xx,CA,8.49,2,10,0,17258,89.10%,28,13-Feb,0
8000,8000,8000.0, 36 months,11.71%,264.61,B,B3,jpmorgan chase,8 years,85000.0,Source Verified,11-Dec,Fully Paid,major_purchase,070xx,NJ,10.22,1,12,0,15938,35.70%,29,12-May,0
25000,17950,17925.0, 60 months,16.77%,443.89,D,D2,Chase Bank,1 year,83004.0,Verified,11-Dec,Fully Paid,debt_consolidation,957xx,CA,13.66,0,10,0,22388,82.90%,19,12-Jul,0
16000,16000,16000.0, 36 months,7.90%,500.65,A,A4,"Gugino & Mortimer, PLC",1 year,51000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,857xx,AZ,24.66,0,8,0,29485,81%,28,13-Oct,0
